Query	Match	COG	COGMembershipClass	FunctionalCategory	Name	Gene	FunctionalPathway	PMID	PDBID
group_3130	WP_002964339	COG0100	0	J	Ribosomal protein S11	RpsK	Ribosome 30S subunit		4V4H
group_3131	WP_004683914	COG4764	0	R	Predicted transglycosylase, contains SLT domain	SLT			
group_3134	WP_004683894	COG5458	0	S	Uncharacterized conserved protein, DUF1489 domain				
group_3136	WP_005968454	COG0658	3	U	DNA uptake channel protein ComEC, N-terminal domain	ComEC			
group_3137	WP_002964220	COG0809	0	J	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)	QueA	tRNA modification		1VKY
group_3138	WP_002963707	COG3654	0	X	Prophage maintenance system killer protein	Doc			
group_314	WP_002965560	COG0601	0	EP	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	DppB			
group_3140	WP_004683321	COG0265	1	O	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain	DegQ		29686141	2HGA
group_3141	WP_004683321	COG0265	1	O	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain	DegQ		29686141	2HGA
group_3142	WP_004683334	COG0308	0	E	Aminopeptidase N, contains DUF3458 domain	PepN		24123841	6ATK
group_3143	WP_002963803	COG0736	0	I	Phosphopantetheinyl transferase (holo-ACP synthase)	AcpS			1F7L
group_3144	WP_002970991	COG0681	3	U	Signal peptidase I	LepB		1925027	1B12
group_3149	WP_004684087	COG0147	1	EH	Anthranilate/para-aminobenzoate synthases component I	TrpE	Aromatic amino acid biosynthesis		1I1Q
group_3149	WP_004684087	COG0512	1	EH	Anthranilate/para-aminobenzoate synthase component II (glutamine amidotransferase)	PabA	Aromatic amino acid biosynthesis		1I1Q
group_315	WP_004685932	COG1414	0	K	DNA-binding transcriptional regulator, IclR family	IclR			1MKM
group_3154	WP_005969645	COG2801	3	X	Transposase InsO and inactivated derivatives	Tra5			
group_3163	WP_002971034	COG1752	0	R	Predicted acylesterase/phospholipase RssA, containd patatin domain	RssA			5FQU
group_3164	WP_002964323	COG0796	0	M	Glutamate racemase	MurI	Mureine biosynthesis		1B73
group_3167	WP_005971299	COG2207	1	K	AraC-type DNA-binding domain and AraC-containing proteins	AraC			1BL0
group_3169	WP_002967518	COG0635	0	H	Coproporphyrinogen-III oxidase HemN  (oxygen-independent) or related Fe-S oxidoreductase	HemN	Heme biosynthesis		1OLT
group_317	WP_004683138	COG3346	0	O	Cytochrome oxidase assembly protein ShyY1	Shy1			
group_3170	WP_004683762	COG0280	1	C	Phosphotransacetylase (includes Pta, EutD and phosphobutyryltransferase)	Pta		28754323	1QZT
group_3170	WP_004683762	COG0281	1	C	Malic enzyme	SfcA	Urea cycle		1DO8
group_3171	WP_002965059	COG0204	0	I	1-acyl-sn-glycerol-3-phosphate acyltransferase	PlsC	Phospholipid biosynthesis		1IUQ
group_3172	WP_002965622	COG2171	0	E	Tetrahydrodipicolinate N-succinyltransferase	DapD	Lysine biosynthesis		3BXY
group_3173	WP_004681867	COG4166	0	E	ABC-type oligopeptide transport system, periplasmic component	OppA			1B05
group_3175	WP_004684015	COG0497	0	L	DNA repair ATPase RecN	RecN			4AD8
group_3176	WP_004681871	COG1004	0	M	UDP-glucose 6-dehydrogenase	Ugd			1DLI
group_3178	WP_002966140	COG0332	0	I	3-oxoacyl-[acyl-carrier-protein] synthase III	FabH	Fatty acid biosynthesis		1UB7
group_3179	WP_002966140	COG0332	0	I	3-oxoacyl-[acyl-carrier-protein] synthase III	FabH	Fatty acid biosynthesis		1UB7
group_318	WP_004683128	COG0109	0	HI	Polyprenyltransferase (heme O synthase)	CyoE			
group_3180	WP_004681823	COG2207	1	K	AraC-type DNA-binding domain and AraC-containing proteins	AraC			1BL0
group_3181	WP_002966209	COG2303	0	IR	Choline dehydrogenase or related flavoprotein	BetA	Non-phosphorylated Entner-Doudoroff pathway		1B4V
group_3182	WP_004681485	COG1902	0	C	2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family	FadH			1BWK
group_3183	WP_004681301	COG3842	0	E	ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component	PotA			1Z47
group_3184	WP_005972176	COG2334	0	T	Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist	SrkA	Threonine biosynthesis		1ZYL
group_3185	WP_005972176	COG2334	0	T	Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist	SrkA	Threonine biosynthesis		1ZYL
group_3186	WP_004684064	COG0642	1	T	Signal transduction histidine kinase	BaeS			1JOY
group_3187	WP_004686933	COG0556	1	L	Excinuclease UvrABC helicase subunit UvrB	UvrB			1C4O
group_3188	WP_004686933	COG0556	1	L	Excinuclease UvrABC helicase subunit UvrB	UvrB			1C4O
group_3189	WP_004683962	COG2084	0	I	3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase	MmsB			1I36
group_319	WP_004683065	COG2121	0	S	Uncharacterized conserved protein, lysophospholipid acyltransferase (LPLAT) superfamily				
group_3190	WP_002965986	COG0411	0	E	ABC-type branched-chain amino acid transport system, ATPase component LivG	LivG		29514851	1G9X
group_3191	WP_004682999	COG1160	0	J	Double Era-like domain GTPase Der	Der			1MKY
group_3192	WP_004682927	COG0534	0	V	Na+-driven multidrug efflux pump, DinF/NorM/MATE family	NorM		29915058	3VVN
group_3193	WP_004682905	COG4782	0	R	Esterase/lipase superfamily enzyme				
group_3194	WP_004682297	COG1012	0	I	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	AdhE	Proline degradation		1A4S
group_3195	WP_004682297	COG1012	0	I	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	AdhE	Proline degradation		1A4S
group_3196	WP_004682345	COG1680	1	V	CubicO group peptidase, beta-lactamase class C family	AmpC			1BLS
group_3197	WP_004682391	COG0400	1	R	Predicted esterase	YpfH			
group_3198	WP_004682483	COG3714	0	S	Uncharacterized membrane protein YhhN	YhhN			
group_3199	WP_004684256	COG0665	0	E	Glycine/D-amino acid oxidase (deaminating)	DadA			3AWI
group_32	WP_004684290	COG2902	0	E	NAD-specific glutamate dehydrogenase	Gdh2			
group_3200	WP_002966715	COG2115	0	G	Xylose isomerase	XylA			1A0C
group_3202	WP_004683892	COG1686	0	M	D-alanyl-D-alanine carboxypeptidase	DacC			1HD8
group_3203	WP_002964285	COG0020	0	I	Undecaprenyl pyrophosphate synthase	UppS			1X07
group_3205	WP_004683698	COG1354	0	L	Chromatin segregation and condensation protein Rec8/ScpA/Scc1, kleisin family	ScpA			3W6J
group_3206	WP_005972274	COG1804	0	I	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases	CaiB			1P5H
group_3207	WP_005972274	COG1804	0	I	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases	CaiB			1P5H
group_3208	WP_004682552	COG0022	1	C	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, beta subunit	AcoB	Pyruvate oxidation		2OZL
group_3208	WP_004682552	COG1071	1	C	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha	AcoA	Pyruvate oxidation		1DTW
group_3209	WP_004683820	COG0841	0	V	Multidrug efflux pump subunit AcrB	AcrB			1IWG
group_321	WP_004682982	COG1651	0	O	Protein thiol-disulfide isomerase DsbC	DsbG			2HI7
group_3212	WP_004681223	COG3451	0	U	Type IV secretory pathway, VirB4 component	VirB4			
group_3214	WP_004683888	COG3146	0	R	Predicted N-acyltransferase				
group_3215	WP_004681908	COG0494	0	V	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	MutT			4V14
group_3220	WP_002963636	COG0678	0	O	Peroxiredoxin	AHP1			1H4O
group_3222	WP_004682051	COG0697	0	GER	Permease of the drug/metabolite transporter (DMT) superfamily	RhaT			5I20
group_3226	WP_004682961	COG0583	0	K	DNA-binding transcriptional regulator, LysR family	LysR			2FYI
group_3227	WP_002966205	COG0673	0	R	Predicted dehydrogenase	MviM			3UUW
group_323	WP_004682828	COG0624	0	E	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	ArgE	Arginine biosynthesis		1CG2
group_3231	WP_004684305	COG2240	0	H	Pyridoxal/pyridoxine/pyridoxamine kinase	PdxK	Pyridoxal phosphate biosynthesis	19096365;23189126	5ZW9
group_3232	WP_004684192	COG0469	0	G	Pyruvate kinase	PykF	Glycolysis		6QXL
group_3233	WP_004684546	COG1866	0	C	Phosphoenolpyruvate carboxykinase, ATP-dependent	PckA	Gluconeogenesis		1AQ2
group_3235	WP_004686229	COG4547	0	H	Cobalamin biosynthesis cobaltochelatase CobT subunit	CobT2	Cobalamine/B12 biosynthesis		
group_3236	WP_004684087	COG0147	1	EH	Anthranilate/para-aminobenzoate synthases component I	TrpE	Aromatic amino acid biosynthesis		1I1Q
group_3236	WP_004684087	COG0512	1	EH	Anthranilate/para-aminobenzoate synthase component II (glutamine amidotransferase)	PabA	Aromatic amino acid biosynthesis		1I1Q
group_3238	WP_010661100	COG0416	0	I	Acyl-ACP:phosphate acyltransferase (fatty acid/phospholipid biosynthesis)	PlsX		18992246	2GK3
group_324	WP_002965676	COG3288	3	C	NAD/NADP transhydrogenase alpha subunit	PntA			1F8G
group_3240	WP_004683748	COG0143	0	J	Methionyl-tRNA synthetase	MetG	Aminoacyl-tRNA synthetases		1A8H
group_3241	WP_002966309	COG3420	0	P	Nitrous oxide reductase accessory protein NosD, contains tandem CASH domains	NosD			2KZW
group_3245	WP_004684686	COG0689	0	J	Ribonuclease PH	Rph			1UDO
group_3246	WP_004683707	COG4872	0	S	Uncharacterized membrane protein				
group_3247	WP_002963709	COG0598	0	P	Mg2+ and Co2+ transporter CorA	CorA			2BBH
group_3249	WP_002967908	COG0257	0	J	Ribosomal protein L36	RpmJ	Ribosome 50S subunit	21627333	1DFE
group_325	WP_002965677	COG1282	0	C	NAD/NADP transhydrogenase beta subunit	PntB			1D4O
group_3251	WP_005968692	COG1680	1	V	CubicO group peptidase, beta-lactamase class C family	AmpC			1BLS
group_3252	WP_005968692	COG1680	1	V	CubicO group peptidase, beta-lactamase class C family	AmpC			1BLS
group_3253	WP_005972474	COG1070	0	G	Sugar (pentulose or hexulose) kinase	XylB	Non-phosphorylated Entner-Doudoroff pathway		4C23
group_3254	WP_005972474	COG1070	0	G	Sugar (pentulose or hexulose) kinase	XylB	Non-phosphorylated Entner-Doudoroff pathway		4C23
group_3255	WP_004684551	COG2887	1	L	RecB family exonuclease	Slr0479			
group_3255	WP_004684551	COG3893	1	L	Inactivated superfamily I helicase				
group_3256	WP_004681660	COG0845	0	MV	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	AcrA			1T5E
group_3257	WP_002966168	COG1802	0	K	DNA-binding transcriptional regulator, GntR family	GntR			3FMS
group_3258	WP_005971540	COG0628	0	R	Predicted PurR-regulated permease PerM	PerM			
group_3262	WP_004686751	COG0578	0	C	Glycerol-3-phosphate dehydrogenase	GlpA	Isoprenoid biosynthesis		2RGH
group_3265	WP_011005393	COG0646	1	E	Methionine synthase I (cobalamin-dependent), methyltransferase domain	MetH1	Methionine biosynthesis		1LT7
group_3265	WP_011005393	COG1410	1	E	Methionine synthase I, cobalamin-binding domain	MetH2	Methionine biosynthesis		4DJD
group_3266	WP_004686510	COG1028	0	I	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	Fatty acid biosynthesis		6L1H
group_3267	WP_004683973	COG1253	1	R	Hemolysin-related protein, contains CBS domains, UPF0053 family	TlyC			2NQW
group_3268	WP_002963480	COG2197	0	TK	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	CitB			1A04
group_3270	WP_004683108	COG0360	1	J	Ribosomal protein S6	RpsF	Ribosome 30S subunit		4V4H
group_3271	WP_004685697	COG0265	1	O	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain	DegQ		29686141	2HGA
group_3271	WP_004685697	COG0793	3	O	C-terminal processing protease CtpA/Prc, contains a PDZ domain	CtpA			6IQU
group_3273	WP_004683686	COG0368	0	H	Cobalamin synthase CobS (adenosylcobinamide-GDP ribazoletransferase)	CobS	Cobalamine/B12 biosynthesis	31481610	
group_3274	WP_004683601	COG2050	0	Q	Acyl-CoA thioesterase PaaI, contains HGG motif	PaaI			1PSU
group_3275	WP_012093044	COG0154	0	J	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	GatA	Aminoacyl-tRNA synthetases		3H0L
group_3276	WP_004686870	COG0451	0	M	Nucleoside-diphosphate-sugar epimerase	WcaG			2X4G
group_3277	WP_004686870	COG0451	0	M	Nucleoside-diphosphate-sugar epimerase	WcaG			2X4G
group_3278	WP_004684712	COG0404	1	E	Glycine cleavage system protein T (aminomethyltransferase)	GcvT	Glycine cleavage	25433025;25505271	2GAH
group_3278	WP_004684712	COG0446	1	I	NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase	FadH2			1VRQ
group_3279	WP_004684712	COG0404	1	E	Glycine cleavage system protein T (aminomethyltransferase)	GcvT	Glycine cleavage	25433025;25505271	2GAH
group_3279	WP_004684712	COG0446	1	I	NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase	FadH2			1VRQ
group_328	WP_004682313	COG1304	0	CIR	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase	LldD	Isoprenoid biosynthesis		6AI7
group_3280	WP_004684712	COG0404	1	E	Glycine cleavage system protein T (aminomethyltransferase)	GcvT	Glycine cleavage	25433025;25505271	2GAH
group_3280	WP_004684712	COG0446	1	I	NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase	FadH2			1VRQ
group_3281	WP_004681510	COG2055	0	C	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family	AllD	TCA cycle		1NXU
group_3285	WP_004683729	COG0746	0	H	Molybdopterin-guanine dinucleotide biosynthesis protein A	MobA	Molybdopterin biosynthesis	32239579	1E5K
group_3287	WP_002969568	COG3467	0	V	Nitroimidazole reductase NimA or a related FMN-containing flavoprotein, pyridoxamine 5'-phosphate oxidase superfamily	NimA			1W3O
group_3288	WP_004683959	COG1429	2	H	Cobalamin biosynthesis protein CobN, Mg-chelatase	CobN	Cobalamine/B12 biosynthesis		4ZHJ
group_3289	WP_004683959	COG1429	2	H	Cobalamin biosynthesis protein CobN, Mg-chelatase	CobN	Cobalamine/B12 biosynthesis		4ZHJ
group_3291	WP_006014546	COG3386	0	G	Sugar lactone lactonase YvrE	YvrE	Non-phosphorylated Entner-Doudoroff pathway		1E1A
group_3292	WP_010659558	COG2388	0	R	Predicted acetyltransferase, GNAT superfamily	YidJ			1R57
group_3293	WP_004684290	COG2902	0	E	NAD-specific glutamate dehydrogenase	Gdh2			
group_3294	WP_004684290	COG2902	0	E	NAD-specific glutamate dehydrogenase	Gdh2			
group_3296	WP_004682313	COG1304	0	CIR	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase	LldD	Isoprenoid biosynthesis		6AI7
group_3297	WP_005970857	COG1178	0	P	ABC-type Fe3+ transport system, permease component	FbpB			
group_3298	WP_005970857	COG1178	0	P	ABC-type Fe3+ transport system, permease component	FbpB			
group_3299	WP_004684148	COG1729	1	D	Cell division protein CpoB, coordinates peptidoglycan biosynthesis and outer membrane constriction	CpoB		25951518	2WZ7
group_33	WP_004683820	COG0841	0	V	Multidrug efflux pump subunit AcrB	AcrB			1IWG
group_330	WP_004682241	COG2390	0	K	DNA-binding transcriptional regulator LsrR, DeoR family	DeoR		23974133;24893262	2GNP
group_3300	WP_002970966	COG0038	1	P	H+/Cl- antiporter ClcA	ClcA			1KPK
group_3301	WP_004683163	COG0863	1	L	DNA modification methylase	YhdJ			1BOO
group_3302	WP_002964666	COG3047	0	M	Outer membrane protein OmpW	OmpW			2F1T
group_3303	WP_004683973	COG1253	1	R	Hemolysin-related protein, contains CBS domains, UPF0053 family	TlyC			2NQW
group_3305	WP_004684232	COG1028	0	I	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	Fatty acid biosynthesis		6L1H
group_3307	WP_004686859	COG4943	0	T	Redox-sensing c-di-GMP phosphodiesterase, contains CSS-motif and EAL domains	YjcC		29514851	
group_3308	WP_004683938	COG0608	1	L	ssDNA-specific exonuclease RecJ, DHH superfamily, may be involved in archaeal DNA replication intiation	RecJ			1IR6
group_3309	WP_002965856	COG0747	0	E	ABC-type transport system, periplasmic component	DdpA			3RQT
group_331	WP_004682218	COG0277	0	C	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	GlcD			1AHU
group_3310	WP_002968069	COG2951	1	M	Membrane-bound lytic murein transglycosylase B	MltB			1D0K
group_3311	WP_002963808	COG5350	0	R	Predicted protein tyrosine phosphatase				
group_3312	WP_002966706	COG0498	0	E	Threonine synthase	ThrC	Threonine biosynthesis		1VB3
group_3313	WP_005972407	COG0028	0	EH	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	IlvB	Isoleucine, leucine, valine biosynthesis		1BFD
group_3314	WP_004683719	COG2377	0	M	1,6-Anhydro-N-acetylmuramate kinase	AnmK		15901686	3CQY
group_3315	WP_004684581	COG0220	0	J	tRNA G46 N7-methylase TrmB	TrmB	tRNA modification	19373903;16600901	1YZH
group_3316	WP_004684303	COG2951	2	M	Membrane-bound lytic murein transglycosylase B	MltB			1D0K
group_3317	WP_002966536	COG2204	2	T	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	AtoC			1ZY2
group_3318	WP_004681934	COG1653	0	G	ABC-type glycerol-3-phosphate transport system, periplasmic component	UgpB			2Z8D
group_3321	WP_004684287	COG0138	0	F	AICAR transformylase/IMP cyclohydrolase PurH	PurH	Purine biosynthesis		1G8M
group_3322	WP_002967437	COG0751	0	J	Glycyl-tRNA synthetase, beta subunit	GlyS	Aminoacyl-tRNA synthetases		
group_3323	WP_004684458	COG0039	0	C	Malate/lactate dehydrogenase	Mdh	TCA cycle		4WLO
group_3324	WP_004686711	COG0653	0	U	Preprotein translocase subunit SecA (ATPase, RNA helicase)	SecA			2FSF
group_3325	WP_004686711	COG0653	0	U	Preprotein translocase subunit SecA (ATPase, RNA helicase)	SecA			2FSF
group_3326	WP_002965096	COG0825	0	I	Acetyl-CoA carboxylase alpha subunit	AccA	Fatty acid biosynthesis		2F9I
group_3327	WP_011005472	COG1074	0	L	3’-5’ helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V)	RecB		29901759;30601118	3U44
group_3328	WP_004686744	COG0258	1	L	5'-3' exonuclease Xni/ExoIX (flap endonuclease)	ExoIX		19000038;23821668	3ZDA
group_3328	WP_004686744	COG0749	1	L	DNA polymerase I, 3'-5' exonuclease and polymerase domains	PolA			1D8Y
group_3329	WP_002966234	COG0753	0	P	Catalase	KatE			6RJR
group_3330	WP_002966234	COG0753	0	P	Catalase	KatE			6RJR
group_3332	WP_002966523	COG1113	0	E	L-asparagine transporter or related permease	AnsP			
group_3334	WP_002968433	COG0550	1	L	DNA topoisomerase IA	TopA			1CY0
group_3334	WP_002968433	COG1754	1	S	Uncharacterized C-terminal domain of topoisomerase IA				
group_3335	WP_027691246	COG0477	1	GEPR	MFS family permease, includes anhydromuropeptide permease AmpG	ProP		12426329	
group_3336	WP_042733963	COG0859	0	M	ADP-heptose:LPS heptosyltransferase	RfaF			1PSW
group_3337	WP_042733677	COG2072	2	P	Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD	CzcO			4USQ
group_3338	WP_081656845	COG0438	0	M	Glycosyltransferase involved in cell wall bisynthesis	RfaB			2IV7
group_3339	WP_002964426	COG2087	0	H	Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase	CobU	Cobalamine/B12 biosynthesis		1C9K
group_334	WP_004682186	COG1201	0	L	Lhr-like helicase	Lhr			5V9X
group_3340	WP_004682264	COG2814	3	G	Predicted arabinose efflux permease AraJ, MFS family	AraJ			4LDS
group_3341	WP_004681612	COG1140	0	CP	Nitrate reductase beta subunit	NarY			1Y4Z
group_3342	WP_002965598	COG0778	0	C	Nitroreductase	NfnB	Pyrimidine degradation		1F5V
group_3343	WP_002965606	COG0451	0	M	Nucleoside-diphosphate-sugar epimerase	WcaG			2X4G
group_3344	WP_002965606	COG0451	0	M	Nucleoside-diphosphate-sugar epimerase	WcaG			2X4G
group_3345	WP_002964053	COG2945	0	R	Alpha/beta superfamily hydrolase				2FUK
group_3346	WP_004686521	COG5451	0	S	Predicted secreted protein				
group_3347	WP_002964734	COG1414	0	K	DNA-binding transcriptional regulator, IclR family	IclR			1MKM
group_3348	WP_002963470	COG0717	1	F	dCTP deaminase	Dcd	Thymidylate biosynthesis		1XS1
group_3349	WP_004684690	COG0175	0	EH	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	CysD	Cysteine biosynthesis		1ZUN
group_335	WP_004681872	COG4124	2	G	Beta-mannanase	ManB2			1GVY
group_3350	WP_004686641	COG0175	0	EH	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	CysD	Cysteine biosynthesis		1ZUN
group_3351	WP_004684582	COG0532	1	J	Translation initiation factor IF-2, a GTPase	InfB	Translation factors		5ME0
group_3351	WP_004684582	COG3064	3	M	Membrane protein TolA involved in colicin uptake	TolA			1S62
group_3352	WP_002967731	COG1785	0	PR	Alkaline phosphatase	PhoA	Folate biosynthesis		1AJA
group_3353	WP_004681903	COG0044	0	F	Dihydroorotase or related cyclic amidohydrolase	AllB	Pyrimidine biosynthesis		1J79
group_3354	WP_004686701	COG2890	0	J	Methylase of polypeptide chain release factors	HemK			1NV8
group_3356	WP_004683101	COG0359	0	J	Ribosomal protein L9	RplI	Ribosome 50S subunit	27112601	1VS6
group_3357	WP_005231954	COG2814	2	G	Predicted arabinose efflux permease AraJ, MFS family	AraJ			4LDS
group_3359	WP_004686786	COG3021	0	R	Uncharacterized conserved protein YafD, endonuclease/exonuclease/phosphatase (EEP) superfamily	YafD			
group_3360	WP_004683896	COG1760	1	E	L-serine deaminase	SdaA			4RQO
group_3362	WP_002965657	COG1172	0	G	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	AraH			
group_3363	WP_002965659	COG0251	0	V	Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family	RidA	Pyrimidine degradation	22094463;32205462	1J7H
group_3364	WP_004684526	COG2984	0	R	ABC-type uncharacterized transport system, periplasmic component				3LFT
group_3366	WP_002963705	COG4448	0	E	L-asparaginase II	AnsA2			
group_3367	WP_004684523	COG0673	0	R	Predicted dehydrogenase	MviM			3UUW
group_3368	WP_002972282	COG0122	0	L	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	AlkA			1DIZ
group_337	WP_002966099	COG2814	0	G	Predicted arabinose efflux permease AraJ, MFS family	AraJ			4LDS
group_3370	WP_002965202	COG0226	0	P	ABC-type phosphate transport system, periplasmic component	PstS			2Q9T
group_3372	WP_041594656	COG3962	0	G	TPP-dependent trihydroxycyclohexane-1,2-dione (THcHDO) dehydratase, myo-inositol metabolism	IolD			
group_3374	WP_005968719	COG0492	3	O	Thioredoxin reductase	TrxB			3FBS
group_3377	WP_004683406	COG0044	0	F	Dihydroorotase or related cyclic amidohydrolase	AllB	Pyrimidine biosynthesis		1J79
group_3378	WP_002968215	COG2186	0	K	DNA-binding transcriptional regulator, FadR family	FadR			1E2X
group_338	WP_041594657	COG1674	3	D	DNA segregation ATPase FtsK/SpoIIIE or related protein	FtsK			2IUT
group_3380	WP_002971240	COG2202	1	T	PAS domain	PAS			2MWG
group_3380	WP_002971240	COG3920	1	T	Two-component sensor histidine kinase, HisKA and HATPase domains				4R39
group_3381	WP_004684210	COG4784	0	R	Putative Zn-dependent protease				
group_3382	WP_004684210	COG4784	0	R	Putative Zn-dependent protease				
group_3385	WP_004684013	COG5587	0	S	Uncharacterized protein, contains DUF2461 domain				
group_3386	WP_002963765	COG0642	1	T	Signal transduction histidine kinase	BaeS			1JOY
group_3386	WP_002963765	COG2202	1	T	PAS domain	PAS			2MWG
group_3387	WP_002963809	COG1896	0	FR	5'-deoxynucleotidase YfbR and related HD superfamily hydrolases	YfbR			2PAQ
group_3388	WP_002966100	COG3191	0	E	L-aminopeptidase/D-esterase	DmpA			1B65
group_3389	WP_004684675	COG0249	0	L	DNA mismatch repair ATPase MutS	MutS			1E3M
group_3390	WP_004684675	COG0249	0	L	DNA mismatch repair ATPase MutS	MutS			1E3M
group_3391	WP_002964923	COG0536	0	DL	GTPase involved in cell partioning and DNA repair	Obg			1LNZ
group_3392	WP_002965802	COG0286	0	V	Type I restriction-modification system, DNA methylase subunit	HsdM		26872910	2AR0
group_3393	WP_002966383	COG0196	0	H	FAD synthase	RibF	Riboflavin/FAD biosynthesis		1MRZ
group_3394	WP_004680898	COG2971	0	G	BadF-type ATPase, related to human N-acetylglucosamine kinase	BadF		17954692;12761179;12761179	
group_3395	WP_004684555	COG1434	0	M	Lipid carrier protein ElyC involved in cell wall biogenesis, DUF218 family	ElyC		24391520	3CA8
group_3397	WP_004684075	COG1290	0	C	Cytochrome b subunit of the bc complex	QcrB/PetB			1VF5
group_3398	WP_002964883	COG5468	0	S	Predicted lipoprotein involved in lipopolysaccharide assembly				
group_3399	WP_010661263	COG0439	0	I	Biotin carboxylase	AccC	Fatty acid biosynthesis		1BNC
group_340	WP_004681788	COG0438	0	M	Glycosyltransferase involved in cell wall bisynthesis	RfaB			2IV7
group_3400	WP_004683850	COG0303	0	H	Molybdopterin Mo-transferase (molybdopterin biosynthesis)	MoeA	Molybdopterin biosynthesis	18801996;32239579	2NQU
group_3401	WP_004681527	COG3256	2	P	Nitric oxide reductase large subunit	NorB			3WFC
group_3402	WP_004681752	COG0438	0	M	Glycosyltransferase involved in cell wall bisynthesis	RfaB			2IV7
group_3404	WP_011005034	COG1012	0	I	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	AdhE	Proline degradation		1A4S
group_3405	WP_011005034	COG1012	0	I	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	AdhE	Proline degradation		1A4S
group_3406	WP_004685190	COG0741	2	M	Soluble lytic murein transglycosylase or regulatory protein s ( may contain LysM/invasin domain)	MltE			153L
group_3407	WP_012091846	COG0404	1	E	Glycine cleavage system protein T (aminomethyltransferase)	GcvT	Glycine cleavage	25433025;25505271	2GAH
group_3407	WP_012091846	COG0665	1	E	Glycine/D-amino acid oxidase (deaminating)	DadA			3AWI
group_3408	WP_032448589	COG1200	0	L	RecG-like helicase	RecG			1GM5
group_3409	WP_004684138	COG2814	0	G	Predicted arabinose efflux permease AraJ, MFS family	AraJ			4LDS
group_341	WP_004681786	COG2327	0	M	Polysaccharide pyruvyl transferase family protein WcaK (colanic acid biosynthesis)	WcaK			
group_3412	WP_004684235	COG1038	0	C	Pyruvate carboxylase	PycA	Urea cycle		5VYW
group_3413	WP_002967832	COG0193	1	J	Peptidyl-tRNA hydrolase	Pth	Translation factors	11835511	1RYB
group_3415	WP_004682035	COG0404	0	E	Glycine cleavage system protein T (aminomethyltransferase)	GcvT	Glycine cleavage	25433025;25505271	2GAH
group_3416	WP_004681895	COG0392	1	M	Predicted membrane flippase AglD2/YbhN, UPF0104 family	AglD2		25583072	
group_3416	WP_004681895	COG2898	1	I	Lysylphosphatidylglycerol synthetase MprF, lysyl-tRNA-binding C-terminal domain	MprF2		14702396;30563904	5VRV
