Query	Match	COG	COGMembershipClass	FunctionalCategory	Name	Gene	FunctionalPathway	PMID	PDBID
group_3395	WP_002964426	COG2087	0	H	Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase	CobU	Cobalamine/B12 biosynthesis		1C9K
group_3396	WP_004682264	COG2814	3	G	Predicted arabinose efflux permease AraJ, MFS family	AraJ			4LDS
group_3397	WP_004681612	COG1140	0	CP	Nitrate reductase beta subunit	NarY			1Y4Z
group_3398	WP_002965598	COG0778	0	C	Nitroreductase	NfnB	Pyrimidine degradation		1F5V
group_3399	WP_002965606	COG0451	0	M	Nucleoside-diphosphate-sugar epimerase	WcaG			2X4G
group_34	WP_005970682	COG1674	3	D	DNA segregation ATPase FtsK/SpoIIIE or related protein	FtsK			2IUT
group_340	WP_004682828	COG0624	0	E	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	ArgE	Arginine biosynthesis		1CG2
group_3400	WP_002965606	COG0451	0	M	Nucleoside-diphosphate-sugar epimerase	WcaG			2X4G
group_3401	WP_002964053	COG2945	0	R	Alpha/beta superfamily hydrolase				2FUK
group_3402	WP_004686521	COG5451	0	S	Predicted secreted protein				
group_3403	WP_002964734	COG1414	0	K	DNA-binding transcriptional regulator, IclR family	IclR			1MKM
group_3404	WP_002963470	COG0717	1	F	dCTP deaminase	Dcd	Thymidylate biosynthesis		1XS1
group_3405	WP_004684690	COG0175	0	EH	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	CysD	Cysteine biosynthesis		1ZUN
group_3406	WP_004686641	COG0175	0	EH	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	CysD	Cysteine biosynthesis		1ZUN
group_3407	WP_004684582	COG0532	1	J	Translation initiation factor IF-2, a GTPase	InfB	Translation factors		5ME0
group_3407	WP_004684582	COG3064	3	M	Membrane protein TolA involved in colicin uptake	TolA			1S62
group_3408	WP_002967731	COG1785	0	PR	Alkaline phosphatase	PhoA	Folate biosynthesis		1AJA
group_3409	WP_004686701	COG2890	0	J	Methylase of polypeptide chain release factors	HemK			1NV8
group_3411	WP_004683101	COG0359	0	J	Ribosomal protein L9	RplI	Ribosome 50S subunit	27112601	1VS6
group_3412	WP_005231954	COG2814	2	G	Predicted arabinose efflux permease AraJ, MFS family	AraJ			4LDS
group_3414	WP_004686786	COG3021	0	R	Uncharacterized conserved protein YafD, endonuclease/exonuclease/phosphatase (EEP) superfamily	YafD			
group_3415	WP_004683896	COG1760	1	E	L-serine deaminase	SdaA			4RQO
group_3417	WP_002965657	COG1172	0	G	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	AraH			
group_3418	WP_002965659	COG0251	0	V	Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family	RidA	Pyrimidine degradation	22094463;32205462	1J7H
group_3419	WP_004684526	COG2984	0	R	ABC-type uncharacterized transport system, periplasmic component				3LFT
group_342	WP_004682982	COG1651	0	O	Protein thiol-disulfide isomerase DsbC	DsbG			2HI7
group_3421	WP_002963705	COG4448	0	E	L-asparaginase II	AnsA2			
group_3422	WP_004684523	COG0673	0	R	Predicted dehydrogenase	MviM			3UUW
group_3423	WP_002972282	COG0122	0	L	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	AlkA			1DIZ
group_3425	WP_002965202	COG0226	0	P	ABC-type phosphate transport system, periplasmic component	PstS			2Q9T
group_3427	WP_041594656	COG3962	0	G	TPP-dependent trihydroxycyclohexane-1,2-dione (THcHDO) dehydratase, myo-inositol metabolism	IolD			
group_3429	WP_005968719	COG0492	3	O	Thioredoxin reductase	TrxB			3FBS
group_3432	WP_004683406	COG0044	0	F	Dihydroorotase or related cyclic amidohydrolase	AllB	Pyrimidine biosynthesis		1J79
group_3433	WP_002968215	COG2186	0	K	DNA-binding transcriptional regulator, FadR family	FadR			1E2X
group_3435	WP_002971240	COG2202	1	T	PAS domain	PAS			2MWG
group_3435	WP_002971240	COG3920	1	T	Two-component sensor histidine kinase, HisKA and HATPase domains				4R39
group_3436	WP_004684210	COG4784	0	R	Putative Zn-dependent protease				
group_3437	WP_004684210	COG4784	0	R	Putative Zn-dependent protease				
group_344	WP_004683065	COG2121	0	S	Uncharacterized conserved protein, lysophospholipid acyltransferase (LPLAT) superfamily				
group_3440	WP_004684013	COG5587	0	S	Uncharacterized protein, contains DUF2461 domain				
group_3441	WP_002963765	COG0642	1	T	Signal transduction histidine kinase	BaeS			1JOY
group_3441	WP_002963765	COG2202	1	T	PAS domain	PAS			2MWG
group_3442	WP_002963809	COG1896	0	FR	5'-deoxynucleotidase YfbR and related HD superfamily hydrolases	YfbR			2PAQ
group_3443	WP_002966100	COG3191	0	E	L-aminopeptidase/D-esterase	DmpA			1B65
group_3444	WP_004684675	COG0249	0	L	DNA mismatch repair ATPase MutS	MutS			1E3M
group_3445	WP_004684675	COG0249	0	L	DNA mismatch repair ATPase MutS	MutS			1E3M
group_3446	WP_002964923	COG0536	0	DL	GTPase involved in cell partioning and DNA repair	Obg			1LNZ
group_3447	WP_002965802	COG0286	0	V	Type I restriction-modification system, DNA methylase subunit	HsdM		26872910	2AR0
group_3448	WP_002966383	COG0196	0	H	FAD synthase	RibF	Riboflavin/FAD biosynthesis		1MRZ
group_3449	WP_004680898	COG2971	0	G	BadF-type ATPase, related to human N-acetylglucosamine kinase	BadF		17954692;12761179;12761179	
group_345	WP_004683128	COG0109	0	HI	Polyprenyltransferase (heme O synthase)	CyoE			
group_3450	WP_004684555	COG1434	0	M	Lipid carrier protein ElyC involved in cell wall biogenesis, DUF218 family	ElyC		24391520	3CA8
group_3452	WP_004684075	COG1290	0	C	Cytochrome b subunit of the bc complex	QcrB/PetB			1VF5
group_3453	WP_002964883	COG5468	0	S	Predicted lipoprotein involved in lipopolysaccharide assembly				
group_3454	WP_010661263	COG0439	0	I	Biotin carboxylase	AccC	Fatty acid biosynthesis		1BNC
group_3455	WP_004681527	COG3256	2	P	Nitric oxide reductase large subunit	NorB			3WFC
group_3456	WP_004681752	COG0438	0	M	Glycosyltransferase involved in cell wall bisynthesis	RfaB			2IV7
group_3458	WP_011005034	COG1012	0	I	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	AdhE	Proline degradation		1A4S
group_3459	WP_011005034	COG1012	0	I	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	AdhE	Proline degradation		1A4S
group_346	WP_004683138	COG3346	0	O	Cytochrome oxidase assembly protein ShyY1	Shy1			
group_3460	WP_004685190	COG0741	2	M	Soluble lytic murein transglycosylase or regulatory protein s ( may contain LysM/invasin domain)	MltE			153L
group_3461	WP_012091846	COG0404	1	E	Glycine cleavage system protein T (aminomethyltransferase)	GcvT	Glycine cleavage	25433025;25505271	2GAH
group_3461	WP_012091846	COG0665	1	E	Glycine/D-amino acid oxidase (deaminating)	DadA			3AWI
group_3462	WP_032448589	COG1200	0	L	RecG-like helicase	RecG			1GM5
group_3463	WP_004684138	COG2814	0	G	Predicted arabinose efflux permease AraJ, MFS family	AraJ			4LDS
group_3466	WP_004684235	COG1038	0	C	Pyruvate carboxylase	PycA	Urea cycle		5VYW
group_3467	WP_002967832	COG0193	1	J	Peptidyl-tRNA hydrolase	Pth	Translation factors	11835511	1RYB
group_3469	WP_004682035	COG0404	0	E	Glycine cleavage system protein T (aminomethyltransferase)	GcvT	Glycine cleavage	25433025;25505271	2GAH
group_3470	WP_004681895	COG0392	1	M	Predicted membrane flippase AglD2/YbhN, UPF0104 family	AglD2		25583072	
group_3470	WP_004681895	COG2898	1	I	Lysylphosphatidylglycerol synthetase MprF, lysyl-tRNA-binding C-terminal domain	MprF2		14702396;30563904	5VRV
group_3471	WP_011069144	COG3946	2	U	Type IV secretory pathway, VirJ component	VirJ			
group_3472	WP_004681162	COG0559	0	E	Branched-chain amino acid ABC-type transport system, permease component	LivH			
group_3473	WP_004681162	COG0559	0	E	Branched-chain amino acid ABC-type transport system, permease component	LivH			
group_3474	WP_002969581	COG0494	2	V	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	MutT			4V14
group_3475	WP_004684050	COG0436	0	E	Aspartate/methionine/tyrosine aminotransferase	AspB	Isoleucine, leucine, valine biosynthesis		2O0R
group_3476	WP_004684050	COG0436	0	E	Aspartate/methionine/tyrosine aminotransferase	AspB	Isoleucine, leucine, valine biosynthesis		2O0R
group_3478	WP_004684054	COG1522	0	K	DNA-binding transcriptional regulator, Lrp family	Lrp			1I1G
group_348	WP_004683189	COG1268	0	H	Biotin transporter BioY	BioY			4DVE
group_3481	WP_002965616	COG0242	0	J	Peptide deformylase	Def			1BS4
group_3484	WP_004683961	COG1492	0	H	Cobyric acid synthase	CobQ	Cobalamine/B12 biosynthesis		
group_3485	WP_002963765	COG0642	1	T	Signal transduction histidine kinase	BaeS			1JOY
group_3485	WP_002963765	COG2202	1	T	PAS domain	PAS			2MWG
group_3486	WP_004683918	COG0563	0	F	Adenylate kinase or related kinase	Adk	Pyrimidine biosynthesis		1AK2
group_349	WP_004683660	COG2514	0	Q	Catechol-2,3-dioxygenase	CatE			
group_3490	WP_004683040	COG3668	0	X	Plasmid stabilization system protein ParE	ParE			3KXE
group_3491	WP_041594658	COG0673	0	R	Predicted dehydrogenase	MviM			3UUW
group_3492	WP_041594658	COG0673	0	R	Predicted dehydrogenase	MviM			3UUW
group_3494	WP_004683459	COG0322	1	L	Excinuclease UvrABC, nuclease subunit	UvrC		24513124	2NRT
group_3498	WP_004682490	COG1502	0	I	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase	Cls	Phospholipid biosynthesis		1BYR
group_35	WP_012093202	COG1178	1	P	ABC-type Fe3+ transport system, permease component	FbpB			
group_350	WP_004681872	COG4124	2	G	Beta-mannanase	ManB2			1GVY
group_3500	WP_002970905	COG0593	1	L	Chromosomal replication initiation ATPase DnaA	DnaA			1L8Q
group_3501	WP_004682966	COG0402	0	FR	Cytosine/adenosine deaminase or related metal-dependent hydrolase	SsnA	Pyrimidine salvage		3O7U
group_3502	WP_004683927	COG0480	0	J	Translation elongation factor EF-G, a GTPase	FusA	Translation factors		1DAR
group_3505	WP_002963622	COG0194	0	F	Guanylate kinase	Gmk			1EX6
group_3507	WP_004684720	COG4948	0	MR	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	RspA	Non-phosphorylated Entner-Doudoroff pathway		1BKH
group_3509	WP_004682548	COG1250	1	I	3-hydroxyacyl-CoA dehydrogenase	FadB	Fatty acid biosynthesis		5ZQZ
group_3509	WP_004682548	COG1250	3	I	3-hydroxyacyl-CoA dehydrogenase	FadB	Fatty acid biosynthesis		5ZQZ
group_3510	WP_004682548	COG1250	1	I	3-hydroxyacyl-CoA dehydrogenase	FadB	Fatty acid biosynthesis		5ZQZ
group_3510	WP_004682548	COG1250	3	I	3-hydroxyacyl-CoA dehydrogenase	FadB	Fatty acid biosynthesis		5ZQZ
group_3511	WP_004683138	COG3346	0	O	Cytochrome oxidase assembly protein ShyY1	Shy1			
group_3512	WP_004683134	COG5349	0	S	Uncharacterized conserved protein, DUF983 family				
group_3513	WP_004683133	COG3175	0	CO	Cytochrome c oxidase assembly protein Cox11	COX11			1SO9
group_3517	WP_002963624	COG5342	0	R	Invasion protein IalB, involved in pathogenesis	IalB			3DTD
group_352	WP_002966099	COG2814	0	G	Predicted arabinose efflux permease AraJ, MFS family	AraJ			4LDS
group_3523	WP_002972097	COG1522	0	K	DNA-binding transcriptional regulator, Lrp family	Lrp			1I1G
group_3524	WP_002972097	COG1522	0	K	DNA-binding transcriptional regulator, Lrp family	Lrp			1I1G
group_3526	WP_002963887	COG0855	0	P	Polyphosphate kinase	Ppk			1XDO
group_3527	WP_002963887	COG0855	0	P	Polyphosphate kinase	Ppk			1XDO
group_3528	WP_002963887	COG0855	0	P	Polyphosphate kinase	Ppk			1XDO
group_3529	WP_002964985	COG3735	0	S	Uncharacterized conserved protein YbaP, TraB family	TraB			
group_3530	WP_004682969	COG2217	0	P	Cation-transporting P-type ATPase	ZntA			4BBJ
group_3531	WP_004683985	COG0804	0	E	Urease alpha subunit	UreC			5A6T
group_3532	WP_004684442	COG0065	0	E	Homoaconitase/3-isopropylmalate dehydratase large subunit	LeuC	Isoleucine, leucine, valine biosynthesis		4KP1
group_3534	WP_034805858	COG1953	0	FH	Cytosine/uracil/thiamine/allantoin permease	FUI1			2JLN
group_3538	WP_002964873	COG1802	0	K	DNA-binding transcriptional regulator, GntR family	GntR			3FMS
group_3539	WP_004684258	COG1846	1	K	DNA-binding transcriptional regulator, MarR family	MarR			1JGS
group_354	WP_004681788	COG0438	0	M	Glycosyltransferase involved in cell wall bisynthesis	RfaB			2IV7
group_3540	WP_011005795	COG0738	0	G	Fucose permease	FucP			3O7P
group_3543	WP_002965270	COG1835	0	M	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains	OafA			
group_3545	WP_004686613	COG0626	0	E	Cystathionine beta-lyase/cystathionine gamma-synthase	MetC	Methionine biosynthesis		1CL1
group_3547	WP_002963470	COG0717	1	F	dCTP deaminase	Dcd	Thymidylate biosynthesis		1XS1
group_355	WP_004681786	COG2327	0	M	Polysaccharide pyruvyl transferase family protein WcaK (colanic acid biosynthesis)	WcaK			
group_3551	WP_005970945	COG0564	0	J	Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific	RluA	23S rRNA modification		2I82
group_3554	WP_004686989	COG1247	0	E	L-amino acid N-acyltransferase MnaT	MnaT		27941785	3DR6
group_3555	WP_004686989	COG1247	0	E	L-amino acid N-acyltransferase MnaT	MnaT		27941785	3DR6
group_3556	WP_004686820	COG3210	1	U	Large exoprotein involved in heme utilization or adhesion	FhaB			4RM6
group_3556	WP_004686820	COG3468	1	MU	Autotransporter adhesin AidA	AidA			
group_356	WP_004681774	COG0463	0	M	Glycosyltransferase involved in cell wall bisynthesis	WcaA			5MLZ
group_3561	WP_004684547	COG0642	1	T	Signal transduction histidine kinase	BaeS			1JOY
group_3562	WP_002965156	COG0745	0	TK	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	OmpR			1XHF
group_3563	WP_002971274	COG1131	0	V	ABC-type multidrug transport system, ATPase component	CcmA			5DO7
group_3564	WP_002966306	COG4314	0	P	Nitrous oxide reductase accessory protein NosL	NosL			2HPU
group_3565	WP_004684471	COG2194	0	M	Phosphoethanolamine transferase for periplasmic glucans OpgE, AlkP superfamily	OpgE			5ZZU
group_3566	WP_004684471	COG2194	0	M	Phosphoethanolamine transferase for periplasmic glucans OpgE, AlkP superfamily	OpgE			5ZZU
group_3567	WP_002965036	COG2025	0	C	Electron transfer flavoprotein, alpha subunit FixB	FixB			1EFP
group_3568	WP_004682474	COG0289	0	E	4-hydroxy-tetrahydrodipicolinate reductase	DapB	Lysine biosynthesis	29684280	1ARZ
group_3570	WP_002963713	COG0433	0	L	Archaeal DNA helicase HerA or a related bacterial ATPase, contains HAS-barrel and ATPase domains	HerA			4D2I
group_3571	WP_002963714	COG1376	0	M	Lipoprotein-anchoring transpeptidase ErfK/SrfK	ErfK			4LZH
group_3572	WP_002969581	COG0494	2	V	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	MutT			4V14
group_3578	WP_002969422	COG0307	0	H	Riboflavin synthase alpha chain	RibC	Riboflavin/FAD biosynthesis		1I8D
group_3579	WP_002969422	COG0307	0	H	Riboflavin synthase alpha chain	RibC	Riboflavin/FAD biosynthesis		1I8D
group_358	WP_005971795	COG1129	2	G	ABC-type sugar transport system, ATPase component	MglA			
group_3580	WP_002963908	COG3808	0	C	Na+ or H+-translocating membrane pyrophosphatase	OVP1		11342551	4A01
group_3581	WP_002963913	COG0332	0	I	3-oxoacyl-[acyl-carrier-protein] synthase III	FabH	Fatty acid biosynthesis		1UB7
group_3586	WP_011005223	COG0341	1	U	Preprotein translocase subunit SecF	SecF		28830929	2FYH
group_3586	WP_011005223	COG0342	3	U	Preprotein translocase subunit SecD	SecD		26100040	3AQP
group_3587	WP_011005223	COG0341	1	U	Preprotein translocase subunit SecF	SecF		28830929	2FYH
group_3587	WP_011005223	COG0342	3	U	Preprotein translocase subunit SecD	SecD		26100040	3AQP
group_3588	WP_004681856	COG2188	0	K	DNA-binding transcriptional regulator, GntR family	MngR			2WV0
group_359	WP_005973094	COG1686	2	M	D-alanyl-D-alanine carboxypeptidase	DacC			1HD8
group_3590	WP_002967320	COG1596	1	M	Periplasmic protein Wza involved in polysaccharide export, contains SLBB domain of the beta-grasp fold	Wza		17250770	2J58
group_3592	WP_010661327	COG0121	0	R	Predicted glutamine amidotransferase YafJ	YafJ			1TE5
group_3593	WP_002970018	COG0492	2	O	Thioredoxin reductase	TrxB			3FBS
group_3594	WP_002963460	COG1215	1	N	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	BcsA			4HG6
group_3595	WP_004684726	COG0358	2	L	DNA primase (bacterial type)	DnaG		28128549	3B39
group_3596	WP_011982464	COG0600	0	P	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component	TauC			
group_3597	WP_004684046	COG0458	1	EF	Carbamoylphosphate synthase large subunit	CarB	Arginine biosynthesis		1C30
group_3598	WP_011005450	COG0192	0	H	S-adenosylmethionine synthetase	MetK	Methionine biosynthesis		1FUG
group_36	WP_004686886	COG0145	1	EQ	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit	HyuA			
group_36	WP_004686886	COG0146	1	EQ	N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit	HyuB			5L9W
group_3600	WP_004686707	COG1249	0	C	Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase	Lpd	Glycine cleavagePyruvate oxidation		6QKG
group_3601	WP_002964450	COG0586	0	M	Membrane integrity protein DedA, putative transporter, DedA/Tvp38 family	DedA		24312110;25917916	
group_3603	WP_041594656	COG3962	0	G	TPP-dependent trihydroxycyclohexane-1,2-dione (THcHDO) dehydratase, myo-inositol metabolism	IolD			
group_3604	WP_004681742	COG3055	0	M	N-acetylneuraminic acid mutarotase	NanM		18063573	2UVK
group_3605	WP_004681086	COG3119	0	P	Arylsulfatase A or related enzyme, AlkP superfamily	AslA			1E1Z
group_3606	WP_004683264	COG2186	0	K	DNA-binding transcriptional regulator, FadR family	FadR			1E2X
group_3607	WP_002963864	COG0847	2	L	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease	DnaQ			1J53
group_3608	WP_002964128	COG1249	0	C	Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase	Lpd	Glycine cleavagePyruvate oxidation		6QKG
group_361	WP_004683773	COG3106	0	T	Ras-like GTP-binding stress-induced protein YcjX,  DUF463 family	YcjX		31202886	6NZ4
group_3610	WP_002964979	COG2329	0	H	Heme-degrading monooxygenase HmoA and related ABM domain proteins	HmoA		21873409	1IUJ
group_3611	WP_004684539	COG2821	0	M	Membrane-bound lytic murein transglycosylase	MltA			2AE0
group_3612	WP_004681368	COG1815	0	N	Flagellar basal body rod protein FlgB	FlgB			
group_3613	WP_004682510	COG3395	0	G	D-threonate/D-erythronate kinase OtnK and related C4-acid sugar kinases, YgbK/DUF1537 family	OtnK		27402745	1YZY
group_3614	WP_002963466	COG0078	0	E	Ornithine carbamoyltransferase	ArgF	Arginine biosynthesis		1A1S
group_3617	WP_002966100	COG3191	0	E	L-aminopeptidase/D-esterase	DmpA			1B65
group_3618	WP_004682563	COG0444	0	EP	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	DppD			4FWI
group_3619	WP_011005486	COG2204	0	T	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	AtoC			1ZY2
group_362	WP_002967639	COG0564	0	J	Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific	RluA	23S rRNA modification		2I82
group_3622	WP_002969419	COG1612	0	H	Heme A synthase	CtaA			6A2J
group_3623	WP_002966356	COG0789	1	K	DNA-binding transcriptional regulator, MerR family	SoxR			2VZ4
group_3624	WP_004682388	COG2319	2	R	WD40 repeat	WD40			3UVN
group_3625	WP_002964337	COG0203	0	J	Ribosomal protein L17	RplQ	Ribosome 50S subunit		1GD8
group_3627	WP_041545281	COG2271	3	G	Sugar phosphate permease	UhpC			1PW4
group_3628	WP_004687586	COG1028	0	I	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	Fatty acid biosynthesis		6L1H
group_3629	WP_004682925	COG3938	0	E	Proline racemase/hydroxyproline epimerase	PrdF		17849014	1TM0
group_363	WP_004683743	COG0438	3	M	Glycosyltransferase involved in cell wall bisynthesis	RfaB			2IV7
group_3631	WP_004681171	COG0346	0	Q	Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	GloA		11830595	3R4Q
group_3632	WP_011005486	COG2204	0	T	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	AtoC			1ZY2
group_3633	WP_002963543	COG0356	0	C	FoF1-type ATP synthase, membrane subunit a	AtpB	FoF1-type ATP synthase	22931285	
group_3634	WP_002971188	COG0346	0	Q	Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	GloA		11830595	3R4Q
group_3637	WP_011982771	COG0144	1	J	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	RsmB	16S rRNA modification		2FRX
group_3638	WP_004683740	COG3514	1	S	Uncharacterized conserved protein, DUF4415 family				
group_3641	WP_002967608	COG4765	0	S	Uncharacterized conserved protein, DUF2155 domain				
group_3643	WP_002964616	COG1607	0	I	Acyl-CoA hydrolase	YciA			5DM5
group_3644	WP_002964583	COG2983	0	R	Uncharacterized cysteine cluster protein YcgN, CxxCxxCC family	YcgN			
group_3647	WP_002963974	COG0152	0	F	Phosphoribosylaminoimidazole-succinocarboxamide synthase	PurC	Purine biosynthesis		1A48
group_3650	WP_004683653	COG5467	0	S	Uncharacterized conserved protein, DUF1476 domain			16468998	
group_3652	WP_004686916	COG1802	2	K	DNA-binding transcriptional regulator, GntR family	GntR			3FMS
group_3653	WP_004681053	COG1011	0	H	FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis)	YigB		24123841	4JB3
group_3656	WP_002965330	COG2154	0	H	Pterin-4a-carbinolamine dehydratase	PhhB			1DCH
group_3657	WP_002963637	COG4233	0	OC	Thiol-disulfide interchange protein, contains DsbC and DsbD domains				
group_3658	WP_002964122	COG0347	0	TE	Nitrogen regulatory protein PII	GlnK		24610711	2GW8
group_3659	WP_002967574	COG0852	0	C	NADH:ubiquinone oxidoreductase 27 kD subunit (chain C)	NuoC	NADH dehydrogenase		
group_3663	WP_002968266	COG1349	0	KG	DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family	GlpR			
group_3664	WP_004683629	COG5454	0	S	Predicted secreted protein				
group_3665	WP_002971105	COG1051	1	F	ADP-ribose pyrophosphatase YjhB, NUDIX family	YjhB			3GZ5
group_3666	WP_002964913	COG2261	0	R	Uncharacterized membrane protein YeaQ/YmgE, transglycosylase-associated protein family	YeaQ			
group_3674	WP_002964559	COG5586	0	S	Uncharacterized protein, contains DUF2293 domain				
group_3675	WP_002969610	COG5508	0	S	Uncharacterized conserved protein, DUF1674 domain				
group_3676	WP_002971384	COG3555	2	O	Aspartyl/asparaginyl beta-hydroxylase, cupin superfamily	LpxO2			
group_368	WP_004684064	COG0642	1	T	Signal transduction histidine kinase	BaeS			1JOY
group_3680	WP_002963937	COG0838	0	C	NADH:ubiquinone oxidoreductase subunit 3 (chain A)	NuoA	NADH dehydrogenase		3RKO
group_3682	WP_002967147	COG0715	0	P	ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component	TauA			2X26
group_3683	WP_002965411	COG0071	0	O	Small heat shock protein IbpA, HSP20 family	IbpA			1GME
group_3684	WP_004684639	COG3339	0	S	Uncharacterized membrane protein YkvA, DUF1232 family	YkvA			
group_3686	WP_004682413	COG1414	0	K	DNA-binding transcriptional regulator, IclR family	IclR			1MKM
group_3689	WP_004684565	COG3963	0	I	Phosphatidylethanolamine N-methyltransferase				
group_369	WP_004684053	COG0168	0	P	Trk-type K+ transport system, membrane component	TrkG			3PJZ
group_3690	WP_003545854	COG0636	3	C	FoF1-type ATP synthase, membrane subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K	AtpE	FoF1-type ATP synthase		1C17
group_3691	WP_002963795	COG1758	1	K	DNA-directed RNA polymerase, subunit K/omega	RpoZ	RNA polymerase		3LU0
group_3693	WP_002965776	COG0698	0	G	Ribose 5-phosphate isomerase RpiB	RpiB	Pentose phosphate pathway		1NN4
group_3698	WP_004681849	COG1006	0	P	Multisubunit Na+/H+ antiporter, MnhC subunit	MnhC			6CFW
group_37	WP_004681746	COG0489	1	D	Fe-S cluster carrier ATPase, Mrp/ApbC/NBP35 family	Mrp		18616280;19114487;31709520	2PH1
group_37	WP_004681746	COG3206	1	M	Exopolysaccharide export protein/domain GumC/Wzc1	GumC		15003255;23089617	
group_370	WP_002964600	COG0625	0	O	Glutathione S-transferase	GstA			1A0F
group_3704	WP_012091455	COG1846	0	K	DNA-binding transcriptional regulator, MarR family	MarR			1JGS
group_3705	WP_004681542	COG2020	0	O	Protein-S-isoprenylcysteine O-methyltransferase Ste14	STE14			5V7P
group_3708	WP_002965682	COG0828	0	J	Ribosomal protein S21	RpsU	Ribosome 30S subunit		4V4H
group_371	WP_012091723	COG3822	0	G	D-lyxose ketol-isomerase	YdaE			3MPB
group_3710	WP_005971952	COG2084	0	I	3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase	MmsB			1I36
group_3711	WP_012092358	COG0765	1	E	ABC-type amino acid transport system, permease component	HisM			4YMS
group_3714	WP_002963579	COG1278	0	K	Cold shock protein, CspA family	CspC			1C9O
group_3717	WP_002965369	COG0349	2	J	Ribonuclease D	Rnd		18821773	5C0Y
group_3719	WP_002967723	COG4575	0	J	Membrane-anchored ribosome-binding protein ElaB, inhibits growth in stationary phase, YqjD/DUF883 family	ElaB			
group_3720	WP_002963968	COG0271	0	KT	DNA-binding global transcriptional regulator BolA, affects cell shape, cell division and biofilm formation	BolA		19111750;2569159	2DHM
group_3723	WP_004684138	COG2814	0	G	Predicted arabinose efflux permease AraJ, MFS family	AraJ			4LDS
group_3727	WP_075589481	COG1744	2	T	Lipoprotein Med, regulator of KinD/Spo0A, PBP1-ABC superfamily, includes NupN	Med		21622736	2FQW
group_3730	WP_002965031	COG0589	0	T	Nucleotide-binding universal stress protein,  UspA family	UspA			1JMV
group_3733	WP_002964812	COG3027	0	D	Cell division protein ZapA, inhibits GTPase activity of FtsZ	ZapA			1T3U
group_3734	WP_004683914	COG4764	0	R	Predicted transglycosylase, contains SLT domain	SLT			
group_3736	WP_002964508	COG0207	0	F	Thymidylate synthase	ThyA	Thymidylate biosynthesis		1AN5
group_3737	WP_002965171	COG0777	0	I	Acetyl-CoA carboxylase beta subunit	AccD	Fatty acid biosynthesis		2F9I
group_374	WP_004686943	COG0006	1	E	Xaa-Pro aminopeptidase	PepP			1A16
group_3744	WP_002963714	COG1376	0	M	Lipoprotein-anchoring transpeptidase ErfK/SrfK	ErfK			4LZH
group_375	WP_005967964	COG2982	1	M	Uncharacterized conserved protein AsmA involved in outer membrane biogenesis	AsmA			
